SLNo,Carpet_area,Status,Floor,Transaction_type,Year_Built,Price_per_square_feet
3909,,Ready to Move,2,Resale,,8602
3910,,Ready to Move,3,Resale,,5814
3911,,Ready to Move,3,Resale,,5981
3912,761,Ready to Move,3,Resale,,
3913,575,Ready to Move,3,Resale,,4833
3914,680,Ready to Move,2,Resale,,4855
3915,930,Ready to Move,13,Resale,,5306
3916,937,Ready to Move,2,Resale,,
3917,850,Ready to Move,4,Resale,,6489
3918,650,Ready to Move,2,New Property,,5875
3919,786,Ready to Move,2,New Property,,5000
3920,540,Ready to Move,7,Resale,,4324
3921,1348,Ready to Move,3,Resale,,6901
3922,1210,Ready to Move,2,Resale,,
3923,3500,Ready to Move,10,Resale,,16402
3924,1025,Ready to Move,3,Resale,,9048
3925,,Ready to Move,2,Resale,,5349
3926,470,Ready to Move,3,Resale,,5224
3927,762,Ready to Move,14,Resale,,
3928,1200,Ready to Move,12,Resale,,4157
3929,576,Ready to Move,4,Resale,,
3930,950,Ready to Move,3,Resale,,6133
3931,,Ready to Move,8,Resale,,4937
3932,,Ready to Move,4,Resale,,15302
3933,925,Ready to Move,4,Resale,,4673
3934,850,Ready to Move,4,Resale,,5000
3935,,Ready to Move,3,Resale,,8651
3936,810,Ready to Move,2,Resale,,5391
3937,,Ready to Move,3,Resale,,4400
3938,,Ready to Move,5,Resale,,7203
3939,960,Ready to Move,2,Resale,,7931
3940,,Ready to Move,,Resale,,5534
3941,1000,Ready to Move,3,Resale,,7732
3942,1279,Ready to Move,9,Resale,,
3943,,Ready to Move,3,Resale,,6000
3944,510,Ready to Move,8,Resale,,3710
3945,,Ready to Move,2,Resale,,4673
3946,1700,Ready to Move,3,Resale,,6389
3947,,Ready to Move,3,Resale,,6140
3948,,Ready to Move,2,Resale,,7013
3949,,Ready to Move,7,Resale,,4545
3950,,Ready to Move,,Resale,,4264
3951,790,Ready to Move,1,Resale,,9494
3952,600,Ready to Move,2,Resale,,6657
3953,965,Under Construction,13,New Property,2016,4530
3954,825,Under Construction,14,New Property,2018,4050
3955,560,Ready to Move,,Resale,,4375
3956,,Ready to Move,18,Resale,,6695
3957,1125,Ready to Move,,Resale,,5091
3958,1260,Ready to Move,,Resale,,5444
3959,1407,Ready to Move,,Resale,,5970
3960,6506,Ready to Move,,Resale,,10651
3961,910,Ready to Move,,Resale,,3000
3962,1708,Under Construction,13,Resale,,4516
3963,420,Ready to Move,,Resale,,6333
3964,1991,Ready to Move,,New Property,,12830
3965,491,Ready to Move,,Resale,,3348
3966,,Ready to Move,11,Resale,,5149
3967,452,Ready to Move,,Resale,,3870
3968,825,Ready to Move,,Resale,,4326
3969,1480,Ready to Move,,Resale,,5201
3970,85,Ready to Move,5,Resale,,4736
3971,674,Ready to Move,,Resale,,5088
3972,718,Ready to Move,,Resale,,4386
3973,680,Ready to Move,,Resale,,4733
3974,360,Under Construction,14,Resale,,4126
3975,2100,Ready to Move,,Resale,,8333
3976,570,Ready to Move,,Resale,,8589
3977,693,Ready to Move,,Resale,,3232
3978,882,Ready to Move,,Resale,,4762
3979,1350,Ready to Move,10,Resale,,8170
3980,1480,Ready to Move,,Resale,,4255
3981,1409,Ready to Move,,Resale,,5713
3982,,Ready to Move,5,Resale,,2778
3983,,Ready to Move,5,Resale,,4444
3984,756,Ready to Move,,Resale,,3241
3985,743,Ready to Move,,Resale,,3154
3986,529,Ready to Move,,Resale,,1951
3987,850,Ready to Move,,Resale,,3292
3988,1100,Ready to Move,12,Resale,,5675
3989,681,Ready to Move,,Resale,,4363
3990,,Ready to Move,7,Resale,,6687
3991,455,Ready to Move,,Resale,,6923
3992,,Ready to Move,14,Resale,,5359
3993,665,Ready to Move,,Resale,,4421
3994,730,Ready to Move,,Resale,,3161
3995,945,Ready to Move,,Resale,,2741
3996,765,Ready to Move,13,New Property,,4000
3997,428,Ready to Move,,Resale,,4575
3998,968,Ready to Move,12,Resale,,
3999,600,Ready to Move,7,Resale,,4537
4000,837,Ready to Move,,Resale,,5556
4001,,Under Construction,3,Resale,,5029
4002,,Ready to Move,4,Resale,,4505
4003,1241,Ready to Move,,Resale,,3271
4004,1121,Ready to Move,,Resale,,6554
4005,1001,Ready to Move,,Resale,,4472
4006,,Ready to Move,10,Resale,,4971
4007,,Ready to Move,5,Resale,,4252
4008,756,Ready to Move,,Resale,,4167
4009,875,Ready to Move,,Resale,,6160
4010,1127,Ready to Move,,Resale,,5214
4011,,Ready to Move,4,Resale,,15000
4012,787,Ready to Move,,Resale,,4889
4013,1291,Ready to Move,,Resale,,8130
4014,875,Ready to Move,,Resale,,7875
4015,1092,Ready to Move,,Resale,,3846
4016,,Ready to Move,5,Resale,,4368
4017,850,Ready to Move,,Resale,,5926
4018,,Ready to Move,13,Resale,,5205
4019,900,Ready to Move,10,Resale,,3455
4020,,Ready to Move,5,Resale,,2778
4021,504,Ready to Move,,Resale,,3194
4022,1818,Ready to Move,,Resale,,6774
4023,,Ready to Move,5,Resale,,4762
4024,1809,Ready to Move,,Resale,,6576
4025,3150,Ready to Move,,Resale,,5000
4026,2331,Ready to Move,,Resale,,7508
4027,1553,Under Construction,13,Resale,,4500
4028,968,Under Construction,14,Resale,,4743
4029,,Ready to Move,14,Resale,,6778
4030,1221,Ready to Move,,Resale,,9169
4031,869,Ready to Move,,Resale,,5233
4032,,Ready to Move,8,Resale,,6750
4033,900,Ready to Move,10,Resale,,4133
4034,1150,Ready to Move,14,New Property,,5687
4035,2222,Ready to Move,,Resale,,7874
4036,,Ready to Move,12,Resale,,3046
4037,789,Ready to Move,7,Resale,,4947
4038,800,Ready to Move,5,Resale,,4545
4039,870,Ready to Move,,Resale,,16895
4040,3238,Ready to Move,,Resale,,4669
4041,1260,Ready to Move,,Resale,,5952
4042,1165,Ready to Move,,Resale,,4805
4043,913,Ready to Move,,Resale,,4100
4044,,Ready to Move,13,Resale,,8408
4045,176,Ready to Move,7,Resale,,2967
4046,1165,Ready to Move,,Resale,,7508
4047,826,Ready to Move,14,Resale,,6824
4048,731,Ready to Move,9,Resale,,4490
4049,630,Ready to Move,,Resale,,2591
4050,980,Under Construction,7,New Property,,9259
4051,600,Ready to Move,3,Resale,,
4052,133,Ready to Move,5,Resale,,3091
4053,970,Ready to Move,,Resale,,8514
4054,,Ready to Move,13,Resale,,4866
4055,350,Ready to Move,,Resale,,6000
4056,770,Ready to Move,,Resale,,4091
4057,815,Ready to Move,14,Resale,,7317
4058,518,Ready to Move,,Resale,,4324
4059,,Ready to Move,5,Resale,,7556
4060,896,Ready to Move,,Resale,,4609
4061,900,Ready to Move,4,Resale,,
4062,756,Ready to Move,,Resale,,6019
4063,,Ready to Move,5,Resale,,3889
4064,1015,Ready to Move,,Resale,,7655
4065,,Ready to Move,,Resale,,3018
4066,2094,Ready to Move,,Resale,,9191
4067,504,Ready to Move,,Resale,,2361
4068,1039,Ready to Move,7,Resale,,3636
4069,1512,Ready to Move,,Resale,,7176
4070,630,Ready to Move,,Resale,,4444
4071,810,Ready to Move,13,Resale,,4560
4072,560,Ready to Move,,Resale,,3125
4073,674,Ready to Move,,Resale,,4258
4074,450,Under Construction,5,Resale,,2153
4075,1650,Ready to Move,,Resale,,4167
4076,663,Ready to Move,9,Resale,,3846
4077,774,Ready to Move,,Resale,,4155
4078,1946,Ready to Move,,Resale,,8450
4079,1170,Ready to Move,,Resale,,6519
4080,869,Ready to Move,,Resale,,4831
4081,1250,Ready to Move,10,Resale,,6111
4082,602,Ready to Move,,Resale,,4012
4083,,Ready to Move,3,Resale,,6587
4084,650,Under Construction,12,Resale,,4400
4085,1071,Ready to Move,,Resale,,5490
4086,2500,Ready to Move,12,New Property,,9720
4087,1417,Ready to Move,,Resale,,8889
4088,1900,Under Construction,21,Resale,,6309
4089,,Ready to Move,12,Resale,,4490
4090,360,Ready to Move,5,Resale,,4444
4091,,Ready to Move,5,Resale,,4321
4092,604,Ready to Move,,Resale,,5000
4093,1165,Ready to Move,5,Resale,,6006
4094,1818,Ready to Move,,New Property,,6543
4095,,Ready to Move,5,Resale,,5447
4096,,Ready to Move,7,Resale,,4701
4097,239,Ready to Move,,Resale,,11111
4098,490,Ready to Move,,Resale,,3571
4099,675,Ready to Move,5,Resale,,4108
4100,1250,Ready to Move,5,Resale,,5079
4101,819,Ready to Move,,New Property,,7607
4102,1022,Ready to Move,,Resale,,8904
4103,553,Ready to Move,,Resale,,2911
4104,1134,Ready to Move,,Resale,,4630
4105,847,Ready to Move,,Resale,,5455
4106,2608,Ready to Move,,Resale,,8318
4107,1850,Ready to Move,5,Resale,,8269
4108,,Ready to Move,12,Resale,,5387
4109,,Ready to Move,5,Resale,,4673
4110,1165,Ready to Move,,Resale,,4685
4111,,Ongoing,5,Resale,,3865
4112,1050,Ready to Move,4,Resale,,5714
4113,840,Ready to Move,,Resale,,4583
4114,2597,Ready to Move,,New Property,,8084
4115,1800,Ready to Move,10,Resale,,
4116,1295,Ready to Move,,Resale,,2432
4117,870,Ready to Move,,Resale,,4324
4118,1304,Ready to Move,,Resale,,5368
4119,,Under Construction,14,New Property,,3350
4120,220,Under Construction,5,New Property,,8010
4121,756,Ready to Move,,Resale,,3796
4122,701,Ready to Move,,Resale,,5090
4123,,Ready to Move,3,Resale,,17222
4124,743,Ready to Move,,Resale,,5038
4125,,Ready to Move,1,Resale,,5926
4126,756,Ready to Move,4,Resale,,5556
4127,598,Ready to Move,,Resale,,5848
4128,806,Ready to Move,14,New Property,,6948
4129,3200,Ready to Move,12,Resale,,8750
4130,,Ready to Move,5,Resale,,8566
4131,850,Ready to Move,,Resale,,4527
4132,1159,Ready to Move,,Resale,,2959
4133,245,Ready to Move,,Resale,,7407
4134,1285,Ready to Move,,Resale,,4630
4135,692,Ready to Move,,Resale,,4247
4136,,Ready to Move,7,Resale,,2944
4137,510,Ready to Move,7,Resale,,4314
4138,500,Ready to Move,5,Resale,,
4139,1050,Ready to Move,,Resale,,5000
4140,1197,Ready to Move,,Resale,,5146
4141,1155,Ready to Move,,Resale,,4424
4142,1008,Ready to Move,,Resale,,4931
4143,614,Ready to Move,,Resale,,9681
4144,724,Ready to Move,,Resale,,4831
4145,730,Ready to Move,,Resale,,4598
4146,86,Ready to Move,,Resale,,5556
4147,976,Ready to Move,,Resale,,4659
4148,,Ready to Move,,Resale,,6925
4149,1164,Ready to Move,,Resale,,4811
4150,2148,Under Construction,13,Resale,,3167
4151,,Ready to Move,5,Resale,,3548
4152,2293,Ready to Move,,Resale,,1832
4153,1600,Ready to Move,10,Resale,,5312
4154,904,Ready to Move,,Resale,,5031
4155,216,Ongoing,13,New Property,,3914
4156,1103,Ready to Move,,Resale,,6028
4157,,Ready to Move,5,Resale,,5020
4158,,Ready to Move,7,Resale,,5484
4159,2310,Ready to Move,,New Property,,5152
4160,1260,Ready to Move,,New Property,,4444
4161,,Ready to Move,8,Resale,,6250
4163,,Ready to Move,5,Resale,,3344
4164,661,Ready to Move,,Resale,,5291
4165,2030,Ready to Move,,Resale,,3621
4166,598,Ready to Move,,Resale,,2982
4167,592,Ready to Move,,Resale,,3542
4168,,Ready to Move,5,Resale,,2833
4169,595,Ready to Move,,Resale,,5882
4170,724,Ready to Move,,Resale,,3382
4171,,Ready to Move,14,Resale,,6552
4172,700,Ready to Move,4,Resale,,6364
4173,777,Ready to Move,,Resale,,4054
4174,675,Ready to Move,5,Resale,,4974
4175,743,Ready to Move,,Resale,,2825
4176,1455,Ready to Move,,Resale,,5291
4177,650,Ready to Move,6,Resale,,
4178,65,Ready to Move,13,Resale,,4645
4179,,Ready to Move,13,Resale,,10000
4181,1450,Ready to Move,3,Resale,,5000
4182,700,Ready to Move,,Resale,,
4183,77,Ready to Move,13,New Property,2009,4444
4184,,Under Construction,21,Resale,2012,5650
4185,835,Under Construction,14,New Property,2004,3610
4186,1350,Under Construction,12,New Property,2010,3545
4187,,Ready to Move,10,Resale,2006,5625
4188,923,Under Construction,21,New Property,2019,3900
4189,262,Ready to Move,13,New Property,2011,6196
4190,709,Under Construction,22,New Property,2019,3600
4191,1765,Ready to Move,14,New Property,2013,4700
4192,1107,Ready to Move,12,Resale,2016,5390
4193,1350,Ready to Move,12,Resale,2019,5660
4194,3787,Under Construction,10,New Property,2013,9000
4195,2073,Under Construction,20,New Property,2014,6074
4196,1760,Under Construction,13,New Property,2008,7031
4197,2191,Ready to Move,13,New Property,2007,5927
4198,390,Under Construction,14,New Property,2012,4889
4199,835,Under Construction,14,Resale,2016,4437
4200,968,Under Construction,,New Property,2015,3922
4201,1290,Under Construction,10,New Property,2015,4915
4202,80,Ready to Move,7,Resale,2008,6557
4203,1272,Under Construction,14,New Property,1978,4929
4204,,Ready to Move,14,New Property,2004,4217
4205,1362,Under Construction,14,New Property,2014,4172
4206,705,Ready to Move,22,Resale,2015,4727
4207,918,Ready to Move,14,Resale,2000,5098
4208,,Jul '27,,New Property,2014,4002
4209,1654,Ready to Move,7,Resale,2017,6984
4210,,Ready to Move,14,Resale,2013,7846
4211,1170,Ready to Move,14,New Property,2013,4667
4212,3162,Under Construction,35,New Property,2013,10000
4213,4160,Under Construction,22,New Property,2016,9500
4214,1080,Ready to Move,12,Resale,2009,4667
4215,2424,Under Construction,12,New Property,2002,5605
4216,1250,Ready to Move,14,Resale,2015,7692
4217,1020,Under Construction,14,Resale,2013,4348
4218,1000,Ready to Move,12,Resale,2011,4878
4219,6313,Ready to Move,11,New Property,2011,13551
4220,2035,Under Construction,14,New Property,2010,9459
4221,,Under Construction,10,New Property,2007,9500
4222,,Ready to Move,6,Resale,,2500
4223,,Ready to Move,7,Resale,,3733
4224,1200,Ready to Move,5,Resale,,3822
4225,100,Ready to Move,4,Resale,,3535
4226,,Ready to Move,15,Resale,,3704
4227,,Ready to Move,3,Resale,,3409
4228,,Ready to Move,5,Resale,,5000
4229,724,Ready to Move,,Resale,,4831
4230,117,Under Construction,12,Resale,,
4231,1080,Ready to Move,13,Resale,,4545
4232,927,Under Construction,14,Resale,,3577
4233,350,Ready to Move,7,Resale,,4286
4234,,Ready to Move,5,Resale,,3989
4235,646,Ready to Move,24,Resale,,3571
4236,693,Ready to Move,,Resale,,2727
4237,675,Ready to Move,4,Resale,,
4238,1031,Ready to Move,,Resale,,4575
4239,,Ready to Move,7,Resale,,4472
4240,990,Ready to Move,5,Resale,,2415
4241,,Ready to Move,5,Resale,,2991
4242,101,Ready to Move,5,Resale,,
4243,115,Ready to Move,5,Resale,,17241
4244,670,Ready to Move,12,Resale,,5361
4245,,Ready to Move,4,Resale,,2525
4246,1493,Ready to Move,,Resale,,3610
4247,,Ready to Move,6,Resale,,4933
4248,,Ready to Move,5,Resale,,5068
4249,634,Ready to Move,5,Resale,,4688
4250,,Ready to Move,5,Resale,,5506
4251,173,Ready to Move,4,Resale,,3951
4252,,Ready to Move,7,Resale,,4978
4253,1080,Ready to Move,13,Resale,,5331
4254,850,Ready to Move,5,Resale,,4762
4255,1080,Ready to Move,,Resale,,7579
4256,,Ready to Move,7,Resale,,3385
4257,,Ready to Move,12,Resale,,5208
4258,,Ready to Move,4,Resale,,5312
4259,,Ready to Move,9,Resale,,5685
4260,720,Ready to Move,12,Resale,,5000
4261,,Ready to Move,9,Resale,,5654
4262,,Ready to Move,12,Resale,,5698
4263,882,Ready to Move,,Resale,,2778
4264,,Ready to Move,,Resale,,5291
4265,,Ready to Move,5,Resale,,3251
4266,1606,Ready to Move,,Resale,,5447
4267,1050,Ready to Move,,New Property,,4333
4268,,Ready to Move,9,Resale,,3556
4269,1204,Ready to Move,,Resale,,6977
4270,,Ready to Move,10,Resale,,6444
4271,707,Ready to Move,7,Resale,,
4272,92,Ready to Move,7,Resale,,5625
4273,,Ready to Move,13,New Property,,4242
4274,,Ready to Move,5,Resale,,2091
4275,,Ready to Move,4,Resale,,2154
4276,,Ready to Move,5,Resale,,4000
4277,850,Ready to Move,13,Resale,,6457
4278,,Ready to Move,5,Resale,,3759
4279,,Ready to Move,6,Resale,,5603
4280,460,Ready to Move,5,Resale,,
4281,425,Ready to Move,3,Resale,,
4282,,Ready to Move,,Resale,,3636
4283,,Ready to Move,7,Resale,,5118
4284,850,Ready to Move,5,Resale,,4938
4285,,Ready to Move,10,Resale,,5140
4286,,Ready to Move,12,Resale,,4800
4287,,Ready to Move,2,Resale,,4500
4288,,Ready to Move,5,Resale,,4783
4289,,Ready to Move,14,Resale,,5484
4290,,Ready to Move,17,Resale,,7859
4291,805,Ready to Move,,Resale,,3913
4292,864,Ready to Move,7,Resale,,4133
4293,,Ready to Move,14,Resale,,2549
4294,91,Ready to Move,3,Resale,,
4295,,Ready to Move,4,Resale,,4484
4296,,Ready to Move,4,Resale,,7143
4297,990,Ready to Move,5,Resale,,2700
4298,650,Ready to Move,5,Resale,,3889
4299,,Ready to Move,4,Resale,,2154
4300,621,Ready to Move,13,Resale,,9480
4301,850,Ready to Move,5,Resale,,3292
4302,540,Ready to Move,12,New Property,,3758
4303,105,Ready to Move,5,Resale,,3175
4304,,Under Construction,13,Resale,,5072
4305,850,Ready to Move,14,New Property,,5559
4306,850,Ready to Move,,Resale,,3539
4307,,Ready to Move,5,Resale,,2545
4308,850,Ready to Move,9,Resale,,4957
4309,160,Ready to Move,10,Resale,,
4310,,Ready to Move,13,Resale,,5032
4311,,Ready to Move,5,Resale,,5714
4312,,Ready to Move,5,Resale,,4044
4313,,Ready to Move,4,Resale,,6624
4314,,Ready to Move,7,Resale,,6006
4315,1430,Ready to Move,,Resale,,3671
4316,1039,Ready to Move,,Resale,,4512
4317,48,Ready to Move,4,Resale,,
4318,,Ready to Move,5,Resale,,4017
4319,,Ready to Move,5,Resale,,4127
4320,,Ready to Move,10,Resale,,4589
4321,550,Ready to Move,3,Resale,,3208
4322,558,Ready to Move,13,Resale,,4022
4323,1566,Ready to Move,13,Resale,,
4324,905,Ready to Move,,Resale,,2475
4325,,Ready to Move,6,Resale,,3008
4326,965,Ready to Move,8,Resale,,3063
4327,,Ready to Move,14,Resale,,4400
4328,,Ready to Move,7,Resale,,3902
4329,,Ready to Move,14,Resale,,4091
4330,199,Ready to Move,5,Resale,,
4331,5876,Ready to Move,,New Property,,8000
4332,585,Ready to Move,2,Resale,,5983
4333,,Ready to Move,10,Resale,,5430
4334,724,Ready to Move,12,Resale,,4795
4335,,Ready to Move,13,Resale,,4514
4336,646,Under Construction,7,Resale,,5758
4337,,Ready to Move,5,Resale,,3676
4338,,Under Construction,14,Resale,,5971
4339,87,Ready to Move,5,Resale,,6019
4340,155,Ready to Move,10,Resale,,46154
4341,,Ready to Move,6,Resale,,3556
4342,,Ready to Move,,Resale,,18519
4343,,Ready to Move,10,Resale,,5259
4344,815,Ready to Move,14,Resale,,5223
4345,535,Ready to Move,,Resale,,5229
4346,700,Ready to Move,4,Resale,,
4347,56,Ready to Move,14,Resale,,
4348,789,,14,Resale,,
4349,999,Under Construction,12,Resale,,6607
4350,,Ready to Move,5,Resale,,6173
4351,,Ready to Move,5,Resale,,3411
4352,124,Ready to Move,10,Resale,,4198
4353,,Ready to Move,5,Resale,,4889
4354,,Ready to Move,5,Resale,,3571
4355,,Ready to Move,6,Resale,,4630
4356,110,Ready to Move,4,Resale,,4258
4357,557,Under Construction,7,Resale,,
4358,1998,Ready to Move,7,Other,,
4359,,Ready to Move,13,Resale,,5333
4360,,Ready to Move,7,Resale,,4910
4361,,Ready to Move,4,Resale,,3392
4362,,Ready to Move,10,Resale,,5156
4363,,Ready to Move,3,Resale,,2671
4364,1200,Ready to Move,7,Resale,,2480
4365,,Ready to Move,3,Resale,,5602
4366,1278,Ready to Move,,Resale,,6568
4367,826,Ready to Move,14,Resale,,
4368,,Ready to Move,10,Resale,,8052
4369,,Ready to Move,4,Resale,,4500
4370,,Under Construction,14,Resale,,4626
4371,,Ready to Move,7,Resale,,4040
4372,,Ready to Move,4,Resale,,5000
4373,,Ready to Move,8,Resale,,2063
4374,191,Ready to Move,7,Resale,,3333
4375,,Ready to Move,10,Resale,,5797
4376,70,Ready to Move,4,Resale,,16250
4377,,Under Construction,3,Resale,,4424
4378,,Ready to Move,,Resale,,2422
4379,,Ready to Move,5,Resale,,3018
4380,,Ready to Move,,Resale,,3030
4381,,Ready to Move,14,Resale,,5714
4382,76607,Ready to Move,14,Resale,,4594
4383,1196,Ready to Move,4,Resale,,4000
4384,,Ready to Move,7,Resale,,4722
4385,850,Under Construction,22,Resale,,4010
4386,872,Ready to Move,8,Resale,,6239
4387,768,Ready to Move,10,Resale,,5669
4388,945,Ready to Move,,Resale,,7037
4389,702,Ready to Move,7,Resale,,4701
4390,1190,Ready to Move,5,Resale,,2962
4391,770,Ready to Move,,Resale,,5273
4392,,Ready to Move,7,Resale,,3799
4393,,,4,Resale,,3204
4394,,Ready to Move,,Resale,,3922
4395,,Ready to Move,11,Resale,,6200
4396,,Under Construction,12,Resale,,4758
4397,,Ready to Move,5,Resale,,4875
4398,,Ready to Move,5,Resale,,4941
4399,,Ready to Move,7,Resale,,3922
4400,,Ready to Move,3,Resale,,2020
4401,750,Ready to Move,5,Resale,,5799
4402,205,Ready to Move,11,Resale,,5189
4403,,Ready to Move,5,Resale,,6970
4404,1305,Ready to Move,14,Resale,,8940
4405,,Ready to Move,7,Resale,,4603
4406,,Ready to Move,3,Resale,,1422
4407,,Ready to Move,8,Resale,,4409
4408,741,Ready to Move,13,Resale,,4104
4409,805,Ready to Move,,Resale,,2130
4410,,Ready to Move,13,Resale,,8468
4411,,Ready to Move,5,Resale,,5370
4412,,Ready to Move,10,Resale,,6790
4413,550,Ready to Move,5,Resale,,
4414,,Ready to Move,13,Resale,,5966
4415,,Ready to Move,8,Resale,,4691
4416,,Ready to Move,10,Resale,,4023
4417,650,Ready to Move,7,Resale,,3100
4418,,Ready to Move,5,Resale,,3959
4419,110,Ready to Move,4,New Property,,5741
4420,,Ready to Move,14,Resale,,4805
